student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score,Total Screen Time Check
2700.00,23.00,Other,Undergraduate,2.93,1.07,1.90,3.95,1.74,7.20,6.04,96.00,341.00,0.00,1.00,Average,7.00,26.70,41.53,42.89,19.09,7.59
2701.00,16.00,Male,Undergraduate,7.01,3.76,0.76,2.44,1.01,5.50,6.76,98.00,339.00,1.00,1.00,Good,9.00,46.35,75.90,60.70,25.70,4.21
2702.00,23.00,Female,High School,3.34,3.75,2.09,3.37,2.32,7.78,5.92,134.00,404.00,1.00,0.00,Average,10.00,31.35,35.21,52.32,34.52,7.78
2703.00,17.00,Other,Undergraduate,3.95,2.98,2.63,5.70,0.86,5.06,5.51,93.00,303.00,0.00,1.00,Average,6.00,18.22,59.79,28.98,2.39,9.19
2704.00,25.00,Male,Postgraduate,6.91,1.01,2.33,4.51,2.58,7.29,4.49,37.00,390.00,1.00,1.00,Good,10.00,33.19,59.63,58.11,23.28,9.42
2705.00,23.00,Female,High School,5.19,2.75,1.60,0.81,1.70,6.95,9.40,35.00,58.00,1.00,0.00,Good,5.00,20.85,46.79,29.54,12.42,4.11
2706.00,17.00,Male,Undergraduate,4.78,3.76,2.62,2.52,0.88,8.50,6.23,60.00,351.00,1.00,0.00,Average,1.00,26.70,31.52,19.05,8.35,6.02
2707.00,22.00,Female,Undergraduate,4.14,1.56,1.85,1.61,2.60,7.86,9.86,4.00,343.00,1.00,1.00,Poor,10.00,33.25,58.77,43.88,16.39,6.06
2708.00,18.00,Other,High School,6.67,3.52,3.39,0.90,3.25,6.47,9.61,52.00,378.00,0.00,0.00,Good,1.00,31.57,48.08,29.71,25.68,7.54
2709.00,21.00,Male,High School,6.49,2.26,0.92,1.75,0.94,7.28,8.06,93.00,87.00,0.00,0.00,Average,4.00,39.61,34.59,40.75,24.77,3.61
2710.00,22.00,Male,Postgraduate,8.01,2.00,3.80,5.05,1.61,5.46,6.35,93.00,278.00,1.00,0.00,Average,1.00,26.97,48.71,35.96,19.25,10.46
2711.00,21.00,Other,Postgraduate,7.18,2.79,0.86,4.56,2.71,7.64,5.99,78.00,112.00,1.00,1.00,Poor,8.00,38.07,52.83,61.12,33.96,8.13
2712.00,20.00,Male,Postgraduate,2.30,3.87,0.58,3.12,0.82,9.64,9.59,58.00,498.00,0.00,1.00,Poor,5.00,34.22,46.45,10.73,1.00,4.52
2713.00,24.00,Male,Postgraduate,4.06,2.62,2.32,0.13,0.18,6.79,10.14,26.00,465.00,0.00,0.00,Good,5.00,41.88,57.39,32.89,17.35,2.63
2714.00,24.00,Male,Undergraduate,4.10,3.40,2.40,3.95,1.16,7.50,4.82,120.00,420.00,0.00,0.00,Average,4.00,28.02,34.97,33.94,22.22,7.51
2715.00,18.00,Female,High School,8.34,1.65,0.00,1.23,2.38,7.04,6.99,71.00,456.00,0.00,0.00,Average,7.00,42.69,36.61,62.83,39.58,3.61
2716.00,22.00,Female,Postgraduate,1.96,5.19,3.61,5.20,0.70,6.84,5.28,68.00,325.00,1.00,0.00,Average,4.00,25.71,35.46,19.21,9.08,9.51
2717.00,17.00,Other,Postgraduate,3.52,2.13,1.96,1.55,0.29,5.88,9.11,26.00,293.00,0.00,1.00,Average,4.00,27.12,49.71,22.33,1.50,3.80
2718.00,16.00,Female,Undergraduate,5.35,2.24,1.80,3.05,0.22,7.53,11.08,143.00,362.00,1.00,0.00,Average,5.00,28.72,51.15,42.24,15.60,5.07
2719.00,25.00,Other,Undergraduate,8.11,3.27,2.09,3.84,0.24,6.46,8.10,82.00,118.00,0.00,0.00,Good,10.00,37.68,46.85,69.49,41.55,6.17
2720.00,19.00,Female,Postgraduate,5.27,2.44,2.56,3.33,0.00,7.24,4.18,9.00,156.00,0.00,0.00,Good,3.00,24.25,26.90,38.17,25.80,5.89
2721.00,18.00,Male,Undergraduate,2.61,2.24,1.74,1.64,2.69,5.30,4.78,10.00,352.00,0.00,0.00,Average,4.00,30.46,52.52,21.55,7.98,6.07
2722.00,19.00,Male,Undergraduate,5.40,2.85,3.65,2.70,0.92,5.58,4.64,17.00,495.00,0.00,0.00,Poor,4.00,33.04,40.74,47.60,28.12,7.27
2723.00,18.00,Female,Postgraduate,3.66,1.26,2.48,3.36,0.00,7.38,6.22,18.00,318.00,1.00,0.00,Good,6.00,34.95,44.82,41.98,27.70,5.84
2724.00,25.00,Other,Postgraduate,6.24,1.02,2.22,3.04,2.45,7.04,3.24,52.00,114.00,1.00,1.00,Good,1.00,20.34,52.42,29.35,3.52,7.71
2725.00,24.00,Other,Postgraduate,5.45,3.66,0.00,2.67,2.32,6.00,6.15,89.00,255.00,1.00,1.00,Poor,8.00,34.77,66.45,41.95,13.25,4.99
2726.00,19.00,Female,Undergraduate,4.10,3.86,3.16,2.90,1.00,6.03,7.70,16.00,97.00,1.00,0.00,Good,5.00,29.73,58.62,28.33,1.74,7.06
2727.00,19.00,Other,Undergraduate,2.28,0.76,0.32,2.21,0.82,7.59,6.11,84.00,80.00,0.00,0.00,Average,2.00,20.83,23.15,23.31,25.30,3.35
2728.00,22.00,Male,Undergraduate,2.92,3.65,0.58,2.20,0.86,4.98,3.84,100.00,345.00,0.00,1.00,Average,2.00,26.14,54.66,6.15,1.00,3.64
2729.00,19.00,Female,High School,5.90,2.57,1.72,3.98,0.62,8.74,8.03,18.00,141.00,0.00,0.00,Poor,1.00,28.22,29.25,42.46,25.71,6.32
2730.00,24.00,Other,High School,2.73,4.21,1.90,3.55,0.00,7.25,9.00,129.00,211.00,1.00,0.00,Good,3.00,14.37,55.90,22.56,5.71,5.45
2731.00,24.00,Female,High School,5.97,3.28,2.36,4.11,1.26,7.33,4.16,61.00,315.00,0.00,1.00,Average,8.00,36.18,25.29,65.66,42.04,7.73
2732.00,24.00,Male,Undergraduate,3.89,3.04,0.73,3.10,1.07,6.49,10.09,56.00,417.00,0.00,1.00,Good,1.00,17.80,61.51,11.93,1.69,4.90
2733.00,21.00,Female,High School,4.91,1.87,2.53,0.04,2.11,5.49,6.41,1.00,207.00,1.00,0.00,Good,9.00,44.49,52.79,54.11,27.35,4.68
2734.00,25.00,Female,High School,6.77,3.28,1.13,2.23,3.01,7.28,5.24,47.00,362.00,0.00,0.00,Poor,4.00,33.94,33.06,51.48,19.71,6.37
2735.00,24.00,Male,High School,5.33,1.06,2.94,1.99,1.97,6.31,10.33,64.00,491.00,1.00,1.00,Average,7.00,27.85,86.90,23.54,13.59,6.90
2736.00,18.00,Other,Undergraduate,2.20,2.92,1.38,0.16,1.07,8.59,7.84,2.00,163.00,1.00,0.00,Poor,7.00,43.63,37.45,37.41,30.22,2.61
2737.00,17.00,Male,Undergraduate,0.00,3.71,2.58,4.20,0.12,6.87,10.35,28.00,58.00,0.00,0.00,Poor,4.00,21.33,40.28,6.82,2.27,6.90
2738.00,25.00,Other,Postgraduate,1.10,0.75,1.59,0.00,1.30,6.37,11.02,84.00,83.00,1.00,1.00,Poor,9.00,27.57,71.85,27.48,1.36,2.89
2739.00,17.00,Other,High School,5.32,0.76,2.17,5.38,0.00,6.76,5.33,44.00,116.00,0.00,1.00,Good,3.00,14.92,52.14,32.90,12.21,7.55
2740.00,22.00,Male,Undergraduate,5.70,2.60,1.88,2.11,1.92,5.27,7.63,15.00,221.00,0.00,1.00,Poor,10.00,34.05,54.63,51.36,20.59,5.91
2741.00,25.00,Male,High School,8.45,2.61,2.14,3.47,0.85,6.50,7.43,51.00,483.00,0.00,0.00,Poor,6.00,36.03,43.14,59.43,30.96,6.46
2742.00,20.00,Male,Postgraduate,4.26,1.89,1.65,4.58,2.94,7.04,5.20,123.00,24.00,0.00,1.00,Poor,9.00,32.41,38.36,48.41,39.39,9.17
2743.00,19.00,Male,High School,6.83,2.70,0.53,1.88,1.62,7.44,5.08,65.00,46.00,1.00,1.00,Good,2.00,31.10,43.34,31.17,19.04,4.03
2744.00,17.00,Male,Postgraduate,4.71,2.36,0.44,3.77,2.56,5.73,8.51,102.00,119.00,0.00,0.00,Good,9.00,28.72,49.54,54.48,19.20,6.77
2745.00,19.00,Other,High School,9.61,3.39,2.81,2.34,2.85,5.23,11.24,64.00,210.00,1.00,1.00,Poor,9.00,52.92,87.58,67.56,37.92,8.00
2746.00,25.00,Other,Undergraduate,8.22,3.78,2.71,3.08,2.06,7.05,3.26,14.00,154.00,1.00,1.00,Good,6.00,42.99,57.64,52.56,30.62,7.85
2747.00,21.00,Male,Undergraduate,4.93,0.55,0.84,5.77,2.50,8.55,4.87,94.00,344.00,1.00,0.00,Poor,4.00,19.97,32.08,41.36,25.32,9.11
2748.00,21.00,Female,Postgraduate,5.90,1.48,3.60,2.89,1.93,5.27,3.03,98.00,385.00,1.00,1.00,Average,2.00,12.83,69.52,18.24,12.83,8.42
2749.00,23.00,Male,High School,4.41,0.00,1.13,5.15,1.29,8.37,7.99,137.00,244.00,0.00,1.00,Good,5.00,23.73,38.64,30.44,17.01,7.57
2750.00,21.00,Other,High School,5.76,1.91,0.94,3.74,1.06,6.34,9.45,91.00,39.00,0.00,0.00,Poor,6.00,33.80,32.85,46.33,34.80,5.74
2751.00,20.00,Female,High School,2.65,2.18,1.37,2.67,0.00,8.37,6.17,17.00,142.00,0.00,0.00,Poor,8.00,33.86,25.81,48.15,33.17,4.04
2752.00,22.00,Female,Postgraduate,3.40,3.68,1.91,2.84,1.24,6.40,6.12,64.00,308.00,1.00,1.00,Poor,4.00,23.47,55.88,21.92,10.26,5.99
2753.00,18.00,Female,High School,6.31,2.07,2.18,5.40,1.61,6.17,7.62,6.00,477.00,0.00,1.00,Good,1.00,22.56,74.20,25.21,20.26,9.19
2754.00,19.00,Female,Postgraduate,1.80,2.10,0.55,5.42,1.69,6.52,2.80,66.00,345.00,1.00,0.00,Poor,1.00,1.00,35.53,1.00,1.00,7.66
2755.00,21.00,Other,Postgraduate,0.85,3.66,1.78,0.39,2.45,8.05,10.61,68.00,166.00,1.00,1.00,Average,9.00,29.29,57.79,15.90,4.49,4.62
2756.00,24.00,Male,High School,3.32,1.66,2.24,3.04,0.12,6.99,6.65,44.00,173.00,0.00,1.00,Average,6.00,22.27,41.23,28.18,14.25,5.40
2757.00,21.00,Female,Undergraduate,3.21,4.52,2.30,2.95,0.29,9.75,7.86,124.00,283.00,0.00,0.00,Poor,8.00,47.98,26.79,49.85,36.49,5.54
2758.00,19.00,Male,Postgraduate,6.47,2.20,3.13,3.46,0.17,7.88,3.15,5.00,425.00,1.00,1.00,Average,7.00,40.86,52.65,50.62,30.12,6.76
2759.00,23.00,Other,Postgraduate,3.53,2.85,1.50,2.53,0.96,7.31,8.38,48.00,184.00,0.00,0.00,Poor,9.00,34.78,32.66,40.53,28.67,4.99
2760.00,20.00,Female,High School,5.08,1.89,2.38,4.33,1.95,8.01,7.86,72.00,26.00,1.00,0.00,Poor,10.00,33.59,37.40,57.82,23.82,8.66
2761.00,20.00,Other,Undergraduate,3.82,2.19,3.20,3.07,1.12,5.13,5.69,13.00,469.00,0.00,0.00,Good,6.00,14.46,41.69,26.44,18.99,7.39
2762.00,23.00,Other,Undergraduate,4.98,2.24,2.45,4.39,2.75,9.57,6.99,67.00,174.00,1.00,0.00,Poor,3.00,25.56,22.22,32.48,25.53,9.59
2763.00,24.00,Other,Undergraduate,3.38,2.46,0.92,3.54,0.00,8.06,8.49,40.00,127.00,0.00,1.00,Average,5.00,24.43,39.34,28.18,15.93,4.46
2764.00,19.00,Female,High School,5.95,2.64,2.20,4.66,2.21,6.64,6.72,2.00,344.00,1.00,1.00,Poor,6.00,33.19,56.80,39.75,16.59,9.07
2765.00,23.00,Female,Undergraduate,5.39,3.14,2.02,1.73,1.12,6.39,5.31,115.00,488.00,0.00,1.00,Good,8.00,44.52,48.08,48.38,29.08,4.87
2766.00,23.00,Other,Undergraduate,8.42,3.11,2.42,2.29,0.33,5.40,5.02,35.00,404.00,0.00,0.00,Poor,6.00,37.59,36.81,60.70,31.08,5.04
2767.00,18.00,Male,High School,7.51,2.49,1.31,2.41,2.27,6.68,9.28,26.00,192.00,1.00,1.00,Good,7.00,38.74,67.03,60.81,34.08,5.99
2768.00,19.00,Male,Postgraduate,2.41,1.46,3.17,2.68,3.12,6.36,8.86,56.00,381.00,0.00,0.00,Good,2.00,18.89,41.14,10.78,1.00,8.97
2769.00,17.00,Female,Undergraduate,6.25,3.50,1.65,2.06,1.07,6.46,6.14,57.00,298.00,0.00,1.00,Poor,10.00,52.19,44.22,61.66,35.24,4.78
2770.00,20.00,Male,Undergraduate,4.57,1.76,1.38,1.85,2.00,7.29,7.29,119.00,464.00,1.00,1.00,Average,7.00,30.06,57.81,45.35,20.69,5.23
2771.00,21.00,Female,High School,2.06,2.15,1.16,3.29,0.23,8.41,9.16,41.00,299.00,1.00,1.00,Good,5.00,29.58,55.29,16.36,1.96,4.68
2772.00,21.00,Female,High School,5.39,3.25,0.18,1.75,0.32,7.26,3.53,127.00,401.00,1.00,0.00,Average,1.00,25.98,40.98,20.40,18.87,2.25
2773.00,17.00,Female,High School,6.37,0.73,0.00,2.75,0.38,8.05,8.95,134.00,416.00,0.00,1.00,Good,2.00,31.98,49.81,38.04,18.38,3.13
2774.00,19.00,Male,High School,3.54,1.73,1.79,3.91,1.36,7.83,5.18,6.00,321.00,1.00,0.00,Poor,4.00,20.52,31.53,23.61,23.05,7.06
2775.00,17.00,Female,Postgraduate,0.82,2.34,2.16,3.56,2.79,6.69,4.73,37.00,381.00,1.00,1.00,Average,10.00,24.02,66.52,23.21,11.68,8.51
2776.00,25.00,Female,High School,7.91,0.93,0.96,3.23,0.61,8.67,5.21,32.00,293.00,1.00,0.00,Average,5.00,35.50,36.40,58.20,43.27,4.80
2777.00,20.00,Female,High School,2.08,2.11,2.44,5.18,4.48,9.18,4.86,100.00,474.00,0.00,0.00,Average,5.00,17.94,33.30,19.89,4.54,12.10
2778.00,25.00,Other,Undergraduate,1.53,4.79,2.59,3.83,1.92,9.09,6.50,63.00,4.00,1.00,1.00,Good,1.00,15.01,39.87,1.00,1.00,8.34
2779.00,17.00,Female,Undergraduate,3.93,2.17,0.92,1.41,2.92,7.89,10.35,19.00,33.00,1.00,1.00,Average,7.00,32.97,60.01,38.92,13.23,5.25
2780.00,24.00,Male,Undergraduate,4.01,0.00,2.24,2.10,0.94,7.81,8.95,121.00,81.00,0.00,0.00,Good,1.00,20.25,32.31,22.05,10.94,5.28
2781.00,25.00,Male,Undergraduate,4.68,2.46,2.85,0.62,3.26,7.88,11.17,13.00,195.00,1.00,0.00,Poor,9.00,41.97,53.76,59.46,26.91,6.73
2782.00,16.00,Male,High School,6.31,0.86,3.88,1.35,0.00,7.62,5.03,131.00,156.00,0.00,0.00,Poor,7.00,42.75,21.88,67.53,41.74,5.23
2783.00,21.00,Female,Postgraduate,4.97,2.57,2.86,2.40,2.59,8.13,9.13,86.00,346.00,0.00,0.00,Good,1.00,20.49,36.34,22.99,14.22,7.85
2784.00,24.00,Female,Postgraduate,5.04,3.28,2.81,4.08,2.07,4.39,4.28,43.00,479.00,0.00,1.00,Average,2.00,26.81,64.71,34.18,11.43,8.96
2785.00,18.00,Male,High School,4.00,4.77,0.78,1.59,0.32,5.65,7.99,65.00,248.00,0.00,0.00,Average,6.00,34.26,46.55,30.92,22.33,2.69
2786.00,25.00,Other,Undergraduate,4.70,0.93,2.23,3.72,2.65,5.57,6.35,123.00,310.00,0.00,0.00,Good,7.00,22.23,46.63,25.83,10.83,8.60
2787.00,24.00,Male,High School,7.16,3.25,2.12,5.10,0.52,6.96,9.65,126.00,122.00,0.00,1.00,Poor,1.00,31.40,48.33,27.10,11.83,7.74
2788.00,17.00,Other,Postgraduate,1.60,0.93,0.02,1.45,1.93,8.12,3.24,8.00,302.00,0.00,0.00,Good,7.00,32.15,30.42,32.02,15.52,3.40
2789.00,17.00,Male,Undergraduate,6.03,3.66,2.58,5.02,1.77,4.74,10.11,146.00,153.00,1.00,1.00,Good,6.00,36.14,77.19,43.80,15.97,9.37
2790.00,25.00,Other,Postgraduate,5.81,3.13,0.73,3.41,1.07,6.87,1.27,97.00,477.00,0.00,0.00,Good,5.00,27.11,32.75,39.73,22.20,5.21
2791.00,17.00,Male,Postgraduate,5.65,2.90,1.01,3.95,1.41,8.11,8.87,66.00,339.00,0.00,1.00,Poor,9.00,38.85,42.90,55.78,33.94,6.37
2792.00,18.00,Female,Undergraduate,6.76,0.76,3.58,6.47,0.92,7.44,7.09,97.00,80.00,1.00,1.00,Good,9.00,34.87,57.25,51.25,31.30,10.97
2793.00,19.00,Male,Undergraduate,5.97,1.52,2.67,2.08,0.35,5.77,6.93,1.00,400.00,0.00,0.00,Poor,9.00,41.75,48.89,64.73,26.22,5.10
2794.00,18.00,Male,Postgraduate,3.29,2.58,2.09,3.00,0.89,7.01,8.85,143.00,438.00,0.00,0.00,Good,4.00,31.79,34.24,31.46,25.05,5.98
2795.00,21.00,Other,Postgraduate,4.60,2.90,3.20,3.71,0.68,6.74,11.19,73.00,112.00,1.00,0.00,Average,2.00,22.69,50.36,26.34,9.68,7.59
2796.00,21.00,Male,Undergraduate,4.29,1.04,3.40,5.81,0.93,7.18,7.40,57.00,95.00,1.00,0.00,Average,3.00,16.63,33.77,30.12,15.73,10.14
2797.00,20.00,Other,High School,5.06,1.57,1.43,2.53,0.69,5.19,5.57,133.00,226.00,0.00,0.00,Good,5.00,26.59,39.52,34.80,16.02,4.65
2798.00,17.00,Other,High School,2.02,4.00,2.18,6.28,4.22,5.78,12.85,43.00,299.00,0.00,1.00,Average,6.00,13.48,69.41,5.01,1.00,12.68
2799.00,25.00,Other,Undergraduate,3.97,4.33,1.54,0.85,0.00,10.00,4.43,41.00,138.00,1.00,0.00,Average,1.00,27.83,33.32,26.51,12.05,2.39
2800.00,19.00,Other,High School,5.47,2.94,2.22,2.35,3.27,5.53,4.84,65.00,490.00,0.00,0.00,Good,9.00,37.17,38.02,58.52,20.76,7.84
2801.00,22.00,Female,Undergraduate,3.15,3.30,1.82,3.22,0.63,7.66,8.97,90.00,188.00,1.00,1.00,Good,8.00,38.92,56.71,42.94,16.30,5.67
2802.00,23.00,Other,High School,3.58,2.90,1.61,2.15,2.16,6.60,6.18,38.00,307.00,1.00,1.00,Average,5.00,25.96,61.74,29.41,17.48,5.92
2803.00,24.00,Female,Postgraduate,5.62,0.06,3.29,2.38,3.05,4.45,8.33,73.00,212.00,1.00,0.00,Good,1.00,11.61,41.99,31.22,1.00,8.72
2804.00,17.00,Other,Undergraduate,3.73,2.00,0.41,4.06,1.18,7.03,2.37,118.00,122.00,1.00,0.00,Good,10.00,28.31,32.95,50.68,28.48,5.65
2805.00,24.00,Male,High School,2.29,1.50,3.06,4.59,0.57,5.42,7.11,122.00,42.00,1.00,0.00,Average,6.00,22.37,45.51,31.84,19.66,8.22
2806.00,22.00,Other,Postgraduate,4.94,2.33,2.05,2.41,0.88,6.96,5.86,96.00,273.00,1.00,0.00,Good,8.00,38.57,36.40,55.18,25.78,5.34
2807.00,22.00,Other,Postgraduate,3.55,1.54,0.23,4.40,1.40,9.40,6.27,125.00,177.00,1.00,1.00,Good,3.00,11.45,34.74,17.66,15.89,6.03
2808.00,16.00,Female,Postgraduate,4.87,2.90,1.87,2.59,1.31,7.68,7.08,26.00,179.00,1.00,0.00,Average,1.00,22.88,26.34,29.46,8.38,5.77
2809.00,25.00,Female,High School,5.34,4.53,2.02,3.52,4.50,6.68,8.28,8.00,389.00,1.00,0.00,Poor,3.00,22.65,63.53,36.18,2.89,10.04
2810.00,25.00,Male,Undergraduate,3.60,2.56,2.85,2.13,0.00,6.70,4.67,147.00,157.00,0.00,1.00,Average,3.00,24.47,34.26,25.27,15.10,4.98
2811.00,23.00,Other,High School,5.14,2.96,3.29,4.64,2.58,5.51,4.29,48.00,470.00,1.00,1.00,Good,6.00,27.10,62.89,37.21,22.81,10.51
2812.00,18.00,Other,Postgraduate,4.94,3.09,2.42,3.54,0.00,5.89,8.28,74.00,483.00,1.00,1.00,Poor,2.00,27.49,73.30,22.53,2.62,5.96
2813.00,19.00,Male,Undergraduate,4.71,2.67,1.63,5.10,0.06,8.44,12.35,108.00,477.00,1.00,1.00,Good,4.00,33.92,70.54,27.86,12.44,6.79
2814.00,25.00,Female,Undergraduate,6.54,1.65,2.37,2.92,1.32,5.69,6.29,137.00,219.00,1.00,1.00,Average,2.00,24.65,58.09,38.87,10.39,6.61
2815.00,19.00,Other,Undergraduate,4.98,2.28,1.64,1.73,5.15,5.29,9.03,66.00,379.00,0.00,1.00,Average,10.00,29.41,64.52,47.92,25.35,8.52
2816.00,17.00,Male,Undergraduate,1.64,0.00,1.42,3.21,1.59,8.31,6.29,10.00,126.00,0.00,1.00,Good,6.00,30.55,34.76,25.35,17.30,6.22
2817.00,18.00,Female,Postgraduate,3.64,1.87,1.30,1.80,1.75,6.37,12.54,102.00,249.00,1.00,0.00,Good,6.00,33.14,52.16,34.93,17.70,4.85
2818.00,20.00,Male,High School,2.46,1.99,2.16,2.55,3.04,6.03,7.09,21.00,459.00,1.00,0.00,Poor,5.00,10.46,54.21,18.14,1.00,7.75
2819.00,18.00,Male,Undergraduate,7.57,3.45,2.85,3.76,1.38,5.47,5.30,91.00,494.00,0.00,0.00,Poor,10.00,51.08,49.88,73.10,46.11,7.99
2820.00,20.00,Other,High School,4.27,3.67,1.23,3.69,1.08,7.85,7.26,104.00,73.00,1.00,1.00,Poor,5.00,39.65,40.29,44.58,24.50,6.00
2821.00,23.00,Female,Undergraduate,4.28,4.08,0.51,0.83,0.50,5.90,4.57,25.00,21.00,1.00,1.00,Average,10.00,45.74,51.68,57.75,24.91,1.84
2822.00,23.00,Other,Undergraduate,4.66,3.16,2.27,5.55,2.93,7.90,2.81,108.00,186.00,1.00,0.00,Good,9.00,31.08,30.50,53.24,30.41,10.75
2823.00,25.00,Female,Undergraduate,7.45,3.22,2.18,1.42,1.58,6.27,3.52,2.00,330.00,1.00,0.00,Poor,7.00,48.52,46.54,66.62,33.22,5.18
2824.00,18.00,Female,High School,3.49,3.33,1.54,3.33,0.93,9.93,7.46,28.00,487.00,1.00,1.00,Good,4.00,29.59,40.83,27.41,1.00,5.80
2825.00,20.00,Other,High School,2.95,2.72,1.62,4.87,1.94,9.24,4.65,133.00,197.00,0.00,0.00,Average,2.00,18.73,13.97,24.83,15.92,8.43
2826.00,16.00,Male,High School,8.00,2.41,1.55,2.68,0.67,7.10,3.59,26.00,345.00,0.00,0.00,Good,5.00,43.62,25.62,64.57,45.11,4.90
2827.00,22.00,Male,High School,7.93,4.50,1.68,0.00,2.24,7.14,6.11,3.00,155.00,1.00,1.00,Average,10.00,56.79,62.96,80.98,38.91,3.92
2828.00,18.00,Female,High School,3.62,2.89,4.26,0.37,0.14,6.63,1.92,125.00,183.00,1.00,0.00,Poor,3.00,29.95,35.73,19.53,8.07,4.77
2829.00,22.00,Other,High School,4.12,2.04,1.77,1.12,1.26,6.72,8.29,142.00,17.00,0.00,1.00,Average,5.00,24.78,44.05,33.66,7.75,4.15
2830.00,23.00,Male,Undergraduate,4.99,0.80,1.14,4.77,0.00,8.07,6.92,96.00,477.00,1.00,1.00,Good,5.00,28.21,60.31,30.13,6.42,5.91
2831.00,25.00,Female,Postgraduate,6.39,2.51,2.44,2.68,1.21,5.75,6.03,40.00,16.00,0.00,0.00,Good,5.00,28.41,41.36,49.32,25.66,6.33
2832.00,22.00,Female,High School,3.93,1.92,1.74,2.14,0.88,7.37,5.29,46.00,184.00,1.00,1.00,Poor,10.00,42.98,48.15,55.84,39.42,4.76
2833.00,20.00,Other,High School,8.05,2.44,1.66,4.63,1.18,7.88,11.90,113.00,470.00,0.00,0.00,Good,7.00,33.47,43.06,67.57,49.79,7.47
2834.00,24.00,Other,High School,3.75,3.47,1.23,3.61,1.13,7.49,3.87,114.00,93.00,0.00,1.00,Good,5.00,28.18,34.36,33.53,22.18,5.97
2835.00,16.00,Male,High School,5.22,2.26,2.14,2.15,2.48,4.00,4.43,120.00,166.00,0.00,0.00,Average,4.00,20.85,40.84,35.47,21.52,6.77
2836.00,21.00,Female,High School,7.91,2.74,3.89,1.73,1.91,8.22,4.36,114.00,96.00,1.00,0.00,Average,6.00,40.57,25.65,69.53,37.51,7.53
2837.00,21.00,Female,Postgraduate,4.40,2.61,1.82,1.47,1.11,6.01,1.00,148.00,487.00,0.00,1.00,Good,8.00,41.01,37.82,43.89,23.69,4.40
2838.00,22.00,Female,Postgraduate,8.16,3.43,0.79,3.42,1.15,7.22,10.10,135.00,263.00,1.00,1.00,Average,5.00,46.28,53.07,59.19,44.00,5.36
2839.00,22.00,Other,Undergraduate,3.34,2.98,1.01,0.93,2.84,7.80,5.66,35.00,439.00,1.00,1.00,Good,5.00,27.32,60.68,23.01,1.00,4.78
2840.00,17.00,Male,Undergraduate,2.69,1.72,0.13,3.39,2.25,6.02,8.77,65.00,167.00,1.00,1.00,Poor,10.00,29.04,66.74,31.06,5.72,5.77
2841.00,25.00,Male,Undergraduate,4.06,0.62,0.62,2.39,1.39,6.47,7.34,138.00,417.00,1.00,1.00,Average,1.00,5.04,63.98,8.50,1.00,4.40
2842.00,20.00,Other,Undergraduate,4.82,1.11,3.17,2.78,1.45,7.66,10.18,103.00,70.00,0.00,1.00,Good,3.00,22.71,35.32,41.10,29.24,7.40
2843.00,21.00,Other,Undergraduate,4.48,3.41,0.76,5.41,1.09,7.05,9.81,129.00,303.00,1.00,0.00,Poor,10.00,34.27,39.29,57.21,30.76,7.26
2844.00,17.00,Male,Postgraduate,3.08,1.93,1.38,5.12,0.98,6.62,3.11,115.00,88.00,1.00,0.00,Poor,8.00,33.36,34.24,41.20,25.65,7.48
2845.00,24.00,Male,Postgraduate,3.94,2.10,1.51,3.47,0.00,5.82,10.13,46.00,95.00,0.00,1.00,Poor,7.00,41.32,56.02,45.59,21.57,4.98
2846.00,21.00,Male,Undergraduate,3.87,1.68,1.39,5.73,0.51,7.44,12.39,9.00,447.00,0.00,0.00,Average,3.00,12.51,44.66,23.84,4.83,7.63
2847.00,20.00,Male,Undergraduate,0.00,1.79,1.29,2.52,2.89,7.80,10.49,148.00,71.00,0.00,1.00,Average,1.00,8.92,56.47,1.00,1.00,6.70
2848.00,23.00,Male,Undergraduate,4.33,2.55,2.86,5.45,0.98,8.75,8.79,110.00,307.00,0.00,0.00,Good,8.00,32.19,22.20,59.71,33.52,9.29
2849.00,23.00,Other,Undergraduate,6.99,3.24,0.78,4.25,0.00,7.74,5.71,125.00,89.00,0.00,1.00,Poor,6.00,40.79,30.83,53.04,36.89,5.03
2850.00,16.00,Other,High School,5.59,1.65,2.74,2.59,0.91,7.59,5.45,55.00,25.00,1.00,1.00,Poor,1.00,26.08,60.36,28.37,1.71,6.24
2851.00,22.00,Male,High School,2.76,1.08,0.75,2.56,0.00,9.30,8.19,125.00,438.00,1.00,1.00,Good,1.00,21.48,47.84,16.66,14.92,3.31
2852.00,21.00,Male,Undergraduate,5.20,1.19,2.10,7.45,0.00,6.85,6.77,134.00,52.00,0.00,0.00,Average,10.00,35.09,33.38,58.90,37.68,9.55
2853.00,18.00,Female,High School,3.05,2.47,2.62,2.30,3.86,6.67,5.54,26.00,386.00,1.00,1.00,Average,2.00,17.37,66.28,6.11,1.00,8.78
2854.00,16.00,Other,High School,2.75,3.28,0.88,4.40,1.83,5.33,6.99,26.00,57.00,1.00,1.00,Poor,9.00,28.82,62.11,29.88,5.21,7.11
